"meteostationID","timestamp","temperature","pressure","humidity","wind_max_ms","wind_min_ms","wind_avg_ms","wind_direction"
"1chipru_a020a62a11eb","1542605705",NULL,NULL,NULL,"3.3","0.1","2.1","330.1171875"
"1chipru_a020a62a11eb","1542606013",NULL,NULL,NULL,"2.7","0.2","1.4","325.8984375"
"1chipru_a020a62a11eb","1542606322",NULL,NULL,NULL,"2.7","0","1.7","2.8125"
"1chipru_a020a62a11eb","1542606630",NULL,NULL,NULL,"2.2","0","1.3","337.8515625"
"1chipru_a020a62a11eb","1542606939",NULL,NULL,NULL,"2.1","0","1.3","342.421875"
"1chipru_a020a62a11eb","1542607260",NULL,NULL,NULL,"2.1","1","1.6","354.0234375"
"1chipru_a020a62a11eb","1542607569",NULL,NULL,NULL,"1.8","1","1.5","356.484375"
"1chipru_a020a62a11eb","1542607877",NULL,NULL,NULL,"2.1","1.1","1.6","354.7265625"
"1chipru_a020a62a11eb","1542608186",NULL,NULL,NULL,"2.5","1","1.6","352.265625"
"1chipru_a020a62a11eb","1542608191",NULL,NULL,NULL,"2.5","1","1.6","352.265625"
"1chipru_a020a62a11eb","1542608564",NULL,NULL,NULL,"4","1.6","2.5","359.296875"
"1chipru_a020a62a11eb","1542608872",NULL,NULL,NULL,"4.7","2.5","3.4","9.4921875"
"1chipru_a020a62a11eb","1542609181",NULL,NULL,NULL,"6.1","3.5","4.7","14.765625"
"1chipru_a020a62a11eb","1542609489",NULL,NULL,NULL,"6.1","3.2","4.5","6.6796875"
"1chipru_a020a62a11eb","1542609797",NULL,NULL,NULL,"5.8","3.1","4.8","13.0078125"
"1chipru_a020a62a11eb","1542610109",NULL,NULL,NULL,"6.1","3.7","5.1","4.21875"
"1chipru_a020a62a11eb","1542610414",NULL,NULL,NULL,"6.2","3.8","5","25.6640625"
"1chipru_a020a62a11eb","1542610723",NULL,NULL,NULL,"5.3","3.5","4.3","19.3359375"
"1chipru_a020a62a11eb","1542611031",NULL,NULL,NULL,"6.2","3.8","4.7","30.5859375"
"1chipru_a020a62a11eb","1542611341",NULL,NULL,NULL,"5.8","3.3","4.8","26.015625"
"1chipru_a020a62a11eb","1542611648",NULL,NULL,NULL,"6","3.2","4.6","27.421875"
"1chipru_a020a62a11eb","1542611957",NULL,NULL,NULL,"6.6","3.2","5.2","26.71875"
"1chipru_a020a62a11eb","1542612265",NULL,NULL,NULL,"7.1","3.3","5.1","10.546875"
"1chipru_a020a62a11eb","1542612576",NULL,NULL,NULL,"7","4.2","5.6","30.9375"
"1chipru_a020a62a11eb","1542612882",NULL,NULL,NULL,"7.1","4.6","5.8","14.0625"
"1chipru_a020a62a11eb","1542613191",NULL,NULL,NULL,"7","4.8","6","10.546875"
"1chipru_a020a62a11eb","1542613499",NULL,NULL,NULL,"8.2","4.1","6.1","25.6640625"
"1chipru_a020a62a11eb","1542613811",NULL,NULL,NULL,"7.2","4.8","6.2","24.609375"
"1chipru_a020a62a11eb","1542614116",NULL,NULL,NULL,"8.1","5.7","6.8","5.2734375"
"1chipru_a020a62a11eb","1542614425",NULL,NULL,NULL,"7.2","4.8","6.2","21.4453125"
"1chipru_a020a62a11eb","1542614429",NULL,NULL,NULL,"7.2","4.8","6.2","21.4453125"
"1chipru_a020a62a11eb","1542614804",NULL,NULL,NULL,"8.3","5","6.4","15.46875"
"1chipru_a020a62a11eb","1542615111",NULL,NULL,NULL,"8.3","4.8","6.4","1.0546875"
"1chipru_a020a62a11eb","1542615420",NULL,NULL,NULL,"7","4.6","5.5","9.84375"
"1chipru_a020a62a11eb","1542615728",NULL,NULL,NULL,"7.1","4.8","5.7","29.1796875"
"1chipru_a020a62a11eb","1542616037",NULL,NULL,NULL,"7.2","4.1","5.5","4.921875"
"1chipru_a020a62a11eb","1542616345",NULL,NULL,NULL,"7.1","4.2","6","11.953125"
"1chipru_a020a62a11eb","1542616654",NULL,NULL,NULL,"7.2","4.7","5.8","34.1015625"
"1chipru_a020a62a11eb","1542616962",NULL,NULL,NULL,"8.2","5","6.3","14.0625"
"1chipru_a020a62a11eb","1542617271",NULL,NULL,NULL,"7.5","4.6","6","19.3359375"
"1chipru_a020a62a11eb","1542617579",NULL,NULL,NULL,"7.6","4.2","5.8","23.5546875"
"1chipru_a020a62a11eb","1542617888",NULL,NULL,NULL,"7.7","5.5","6.5","7.3828125"
"1chipru_a020a62a11eb","1542618197",NULL,NULL,NULL,"7.7","4.5","6","14.765625"
"1chipru_a020a62a11eb","1542618504",NULL,NULL,NULL,"8.5","4.8","6.6","6.328125"
"1chipru_a020a62a11eb","1542618813",NULL,NULL,NULL,"8.2","5.3","6.8","356.1328125"
"1chipru_a020a62a11eb","1542619122",NULL,NULL,NULL,"8.5","4.8","6.4","3.8671875"
"1chipru_a020a62a11eb","1542619430",NULL,NULL,NULL,"8.8","4.3","6.4","8.7890625"
"1chipru_a020a62a11eb","1542619739",NULL,NULL,NULL,"8.5","5","6.9","0.3515625"
"1chipru_a020a62a11eb","1542620047",NULL,NULL,NULL,"8.7","5.5","7.2","18.6328125"
"1chipru_a020a62a11eb","1542620356",NULL,NULL,NULL,"8.1","5","6.5","358.2421875"
"1chipru_a020a62a11eb","1542620664",NULL,NULL,NULL,"9.5","5","7.3","7.3828125"
"1chipru_a020a62a11eb","1542620669",NULL,NULL,NULL,"9.5","5","7.3","7.3828125"
"1chipru_a020a62a11eb","1542621043",NULL,NULL,NULL,"9.7","4.6","6.8","4.921875"
"1chipru_a020a62a11eb","1542621350",NULL,NULL,NULL,"8.3","5.1","6.9","9.84375"
"1chipru_a020a62a11eb","1542621660",NULL,NULL,NULL,"9.3","6","7.6","23.90625"
"1chipru_a020a62a11eb","1542621967",NULL,NULL,NULL,"8.2","3.8","6.3","15.46875"
"1chipru_a020a62a11eb","1542622276",NULL,NULL,NULL,"8.8","6.1","7.4","19.6875"
"1chipru_a020a62a11eb","1542622584",NULL,NULL,NULL,"10","5.7","8","357.890625"
"1chipru_a020a62a11eb","1542622893",NULL,NULL,NULL,"9.1","5.7","7","20.390625"
"1chipru_a020a62a11eb","1542623201",NULL,NULL,NULL,"8.8","5.3","6.7","20.7421875"
"1chipru_a020a62a11eb","1542623510",NULL,NULL,NULL,"9.1","4.8","6.7","26.71875"
"1chipru_a020a62a11eb","1542623818",NULL,NULL,NULL,"8.8","4.7","7.3","7.734375"
"1chipru_a020a62a11eb","1542624127",NULL,NULL,NULL,"8.7","5.2","6.9","5.2734375"
"1chipru_a020a62a11eb","1542624435",NULL,NULL,NULL,"7.8","4.8","6.6","15.1171875"
"1chipru_a020a62a11eb","1542624744",NULL,NULL,NULL,"7.5","4.8","6.3","24.609375"
"1chipru_a020a62a11eb","1542625053",NULL,NULL,NULL,"8.1","4.5","6.2","19.6875"
"1chipru_a020a62a11eb","1542625361",NULL,NULL,NULL,"7.8","4.8","6.1","357.1875"
"1chipru_a020a62a11eb","1542625669",NULL,NULL,NULL,"8.3","5.2","6.8","23.90625"
"1chipru_a020a62a11eb","1542625978",NULL,NULL,NULL,"8.5","5.5","7.1","22.1484375"
"1chipru_a020a62a11eb","1542626286",NULL,NULL,NULL,"8.5","5","6.8","17.2265625"
"1chipru_a020a62a11eb","1542626595",NULL,NULL,NULL,"9.1","4.7","6.1","11.6015625"
"1chipru_a020a62a11eb","1542626903",NULL,NULL,NULL,"7.8","4.6","6.3","24.609375"
"1chipru_a020a62a11eb","1542626908",NULL,NULL,NULL,"7.8","4.6","6.3","24.609375"
"1chipru_a020a62a11eb","1542627282",NULL,NULL,NULL,"7.3","3.8","5.9","18.6328125"
"1chipru_a020a62a11eb","1542627590",NULL,NULL,NULL,"7.7","5.1","6.1","9.140625"
"1chipru_a020a62a11eb","1542627898",NULL,NULL,NULL,"7.5","4","5.7","342.0703125"
"1chipru_a020a62a11eb","1542628207",NULL,NULL,NULL,"7.1","4.8","6","15.46875"
"1chipru_a020a62a11eb","1542628515",NULL,NULL,NULL,"6.6","4.3","5.7","27.7734375"
"1chipru_a020a62a11eb","1542628824",NULL,NULL,NULL,"6.3","3.1","5.3","18.984375"
"1chipru_a020a62a11eb","1542629135",NULL,NULL,NULL,"7","4.2","5.5","26.71875"
"1chipru_a020a62a11eb","1542629441",NULL,NULL,NULL,"8","5.5","6.3","7.3828125"
"1chipru_a020a62a11eb","1542629749",NULL,NULL,NULL,"7.5","4.6","6.2","25.3125"
"1chipru_a020a62a11eb","1542630058",NULL,NULL,NULL,"6.8","4","5.6","31.9921875"
"1chipru_a020a62a11eb","1542630367",NULL,NULL,NULL,"7.6","3.7","5.8","24.9609375"
"1chipru_a020a62a11eb","1542630674",NULL,NULL,NULL,"6.8","4","5","9.84375"
"1chipru_a020a62a11eb","1542630983",NULL,NULL,NULL,"7.2","4.3","5.9","19.6875"
"1chipru_a020a62a11eb","1542631291",NULL,NULL,NULL,"6.3","3.8","5.4","8.7890625"
"1chipru_a020a62a11eb","1542631600",NULL,NULL,NULL,"8.1","4.7","6.1","23.90625"
"1chipru_a020a62a11eb","1542631909",NULL,NULL,NULL,"6.7","3.8","5.6","22.8515625"
"1chipru_a020a62a11eb","1542632217",NULL,NULL,NULL,"6.6","4.2","5.4","37.265625"
"1chipru_a020a62a11eb","1542632525",NULL,NULL,NULL,"7.3","4.6","5.8","15.1171875"
"1chipru_a020a62a11eb","1542632834",NULL,NULL,NULL,"7.3","4.1","5.5","27.0703125"
"1chipru_a020a62a11eb","1542633142",NULL,NULL,NULL,"7.6","4.1","5.7","13.0078125"
"1chipru_a020a62a11eb","1542633147",NULL,NULL,NULL,"7.6","4.1","5.7","13.0078125"
"1chipru_a020a62a11eb","1542633521",NULL,NULL,NULL,"6.5","4.1","5.2","1.7578125"
"1chipru_a020a62a11eb","1542633829",NULL,NULL,NULL,"7","4","5.3","13.359375"
"1chipru_a020a62a11eb","1542634137",NULL,NULL,NULL,"7","4.2","5.5","20.390625"
"1chipru_a020a62a11eb","1542634446",NULL,NULL,NULL,"6","4","4.9","3.8671875"
"1chipru_a020a62a11eb","1542634754",NULL,NULL,NULL,"6.8","4.2","5.4","14.765625"
"1chipru_a020a62a11eb","1542635062",NULL,NULL,NULL,"6.5","3.8","5.1","5.2734375"
"1chipru_a020a62a11eb","1542635371",NULL,NULL,NULL,"6.5","4.3","5.2","16.171875"
"1chipru_a020a62a11eb","1542635680",NULL,NULL,NULL,"6.3","2.5","5","18.984375"
"1chipru_a020a62a11eb","1542635988",NULL,NULL,NULL,"6.7","3.8","5.2","12.65625"
"1chipru_a020a62a11eb","1542636297",NULL,NULL,NULL,"5.5","2.8","4.2","17.578125"
"1chipru_a020a62a11eb","1542636606",NULL,NULL,NULL,"4.6","2.3","3.4","32.6953125"
"1chipru_a020a62a11eb","1542636914",NULL,NULL,NULL,"3.2","2","2.4","70.3125"
"1chipru_a020a62a11eb","1542637222",NULL,NULL,NULL,"4.1","2.1","2.9","54.84375"
"1chipru_a020a62a11eb","1542637531",NULL,NULL,NULL,"4.7","2.1","3.1","24.2578125"
"1chipru_a020a62a11eb","1542637839",NULL,NULL,NULL,"4","1.6","2.7","25.3125"
"1chipru_a020a62a11eb","1542638148",NULL,NULL,NULL,"5.5","1.8","3.5","8.7890625"
"1chipru_a020a62a11eb","1542638456",NULL,NULL,NULL,"5","2.7","3.9","4.21875"
"1chipru_a020a62a11eb","1542638765",NULL,NULL,NULL,"5.3","3","4.2","358.9453125"
"1chipru_a020a62a11eb","1542639073",NULL,NULL,NULL,"5.1","2.3","4.1","2.8125"
"1chipru_a020a62a11eb","1542639382",NULL,NULL,NULL,"5.6","2.2","3.4","330.46875"
"1chipru_a020a62a11eb","1542639387",NULL,NULL,NULL,"5.6","2.2","3.4","330.46875"
"1chipru_a020a62a11eb","1542639760",NULL,NULL,NULL,"4.7","2.2","3.3","293.90625"
"1chipru_a020a62a11eb","1542640068",NULL,NULL,NULL,"3.8","1.1","2.3","288.6328125"
"1chipru_a020a62a11eb","1542640377",NULL,NULL,NULL,"2.7","0.1","1.7","267.5390625"
"1chipru_a020a62a11eb","1542640685",NULL,NULL,NULL,"2.5","0.1","1.3","317.109375"
"1chipru_a020a62a11eb","1542640994",NULL,NULL,NULL,"2.6","0","1.6","293.90625"
"1chipru_a020a62a11eb","1542641302",NULL,NULL,NULL,"3.1","0","1.6","281.953125"
"1chipru_a020a62a11eb","1542641612",NULL,NULL,NULL,"3.2","0.2","1.6","289.6875"
"1chipru_a020a62a11eb","1542641919",NULL,NULL,NULL,"3.6","1.2","2.3","31.640625"
"1chipru_a020a62a11eb","1542642215",NULL,NULL,NULL,"2.7","0.8","1.7","312.890625"
"1chipru_a020a62a11eb","1542642523",NULL,NULL,NULL,"2.7","0.8","1.7","329.765625"
"1chipru_a020a62a11eb","1542642832",NULL,NULL,NULL,"2.6","0.2","1.7","333.984375"
"1chipru_a020a62a11eb","1542643140",NULL,NULL,NULL,"2.5","1","1.7","298.125"
"1chipru_a020a62a11eb","1542643449",NULL,NULL,NULL,"2.6","0.1","1.5","343.125"
"1chipru_a020a62a11eb","1542643757",NULL,NULL,NULL,"4","0.1","1.9","349.8046875"
"1chipru_a020a62a11eb","1542644066",NULL,NULL,NULL,"4.7","1.7","3.2","355.78125"
"1chipru_a020a62a11eb","1542644374",NULL,NULL,NULL,"4","1.2","2.8","344.1796875"
"1chipru_a020a62a11eb","1542644683",NULL,NULL,NULL,"4.1","2.2","3.1","354.7265625"
"1chipru_a020a62a11eb","1542644992",NULL,NULL,NULL,"3.7","2.1","3.1","0"
"1chipru_a020a62a11eb","1542645300",NULL,NULL,NULL,"6.1","3","4.3","5.2734375"
"1chipru_a020a62a11eb","1542645608",NULL,NULL,NULL,"7.2","3.8","5.1","16.875"
"1chipru_a020a62a11eb","1542645987",NULL,NULL,NULL,"6.7","4.3","5.5","23.90625"
"1chipru_a020a62a11eb","1542646294",NULL,NULL,NULL,"7","3.7","5.4","11.6015625"
"1chipru_a020a62a11eb","1542646602",NULL,NULL,NULL,"7.8","5.2","6.3","19.6875"
"1chipru_a020a62a11eb","1542646911",NULL,NULL,NULL,"8","4.8","6.5","23.5546875"
"1chipru_a020a62a11eb","1542647220",NULL,NULL,NULL,"7.2","4.5","5.8","15.46875"
"1chipru_a020a62a11eb","1542647528",NULL,NULL,NULL,"8.5","4.8","6.2","13.7109375"
"1chipru_a020a62a11eb","1542647837",NULL,NULL,NULL,"8","5.1","6.6","16.171875"
"1chipru_a020a62a11eb","1542648145",NULL,NULL,NULL,"8.8","5.3","6.6","24.2578125"
"1chipru_a020a62a11eb","1542648453",NULL,NULL,NULL,"8.6","5.2","6.8","8.7890625"
"1chipru_a020a62a11eb","1542648762",NULL,NULL,NULL,"8.5","4.6","6.5","7.3828125"
"1chipru_a020a62a11eb","1542649071",NULL,NULL,NULL,"8.3","5.8","6.7","1.0546875"
"1chipru_a020a62a11eb","1542649379",NULL,NULL,NULL,"7.5","4.7","6.1","22.5"
"1chipru_a020a62a11eb","1542649687",NULL,NULL,NULL,"7.8","4.6","6.3","33.75"
"1chipru_a020a62a11eb","1542649996",NULL,NULL,NULL,"7.3","4.5","5.7","13.359375"
"1chipru_a020a62a11eb","1542650304",NULL,NULL,NULL,"6.8","4.3","5.5","17.578125"
"1chipru_a020a62a11eb","1542650626",NULL,NULL,NULL,"6.7","4.3","5.5","3.1640625"
"1chipru_a020a62a11eb","1542650934",NULL,NULL,NULL,"6.6","4.1","5.3","358.9453125"
"1chipru_a020a62a11eb","1542651243",NULL,NULL,NULL,"5.5","3.8","4.7","2.109375"
"1chipru_a020a62a11eb","1542651551",NULL,NULL,NULL,"7.3","3.8","5.6","349.1015625"
"1chipru_a020a62a11eb","1542651860",NULL,NULL,NULL,"5.3","3.1","4.3","347.6953125"
"1chipru_a020a62a11eb","1542651864",NULL,NULL,NULL,"5.3","3.1","4.3","347.6953125"
"1chipru_a020a62a11eb","1542652238",NULL,NULL,NULL,"4.3","2.2","3.6","346.2890625"
"1chipru_a020a62a11eb","1542652546",NULL,NULL,NULL,"5.8","3","4.4","348.75"
"1chipru_a020a62a11eb","1542652854",NULL,NULL,NULL,"5.7","2.8","4.1","349.1015625"
"1chipru_a020a62a11eb","1542653163",NULL,NULL,NULL,"5.2","1.6","3.4","326.25"
"1chipru_a020a62a11eb","1542653472",NULL,NULL,NULL,"4.3","1.5","2.9","350.859375"
"1chipru_a020a62a11eb","1542653780",NULL,NULL,NULL,"5.1","1.6","3.5","352.6171875"
"1chipru_a020a62a11eb","1542654088",NULL,NULL,NULL,"5.5","1.7","3.5","310.78125"
"1chipru_a020a62a11eb","1542654397",NULL,NULL,NULL,"5.1","2.2","3.8","278.0859375"
"1chipru_a020a62a11eb","1542654706",NULL,NULL,NULL,"4.6","2.1","3.3","326.6015625"
"1chipru_a020a62a11eb","1542655014",NULL,NULL,NULL,"3.7","1.5","2.5","290.390625"
"1chipru_a020a62a11eb","1542655310",NULL,NULL,NULL,"4.7","1.6","2.9","330.8203125"
"1chipru_a020a62a11eb","1542655618",NULL,NULL,NULL,"3.6","1.5","2.5","331.875"
"1chipru_a020a62a11eb","1542655927",NULL,NULL,NULL,"3.5","1.8","2.7","317.4609375"
"1chipru_a020a62a11eb","1542656235",NULL,NULL,NULL,"3.7","1.8","2.8","1.7578125"
"1chipru_a020a62a11eb","1542656544",NULL,NULL,NULL,"3.8","2","2.8","345.9375"
"1chipru_a020a62a11eb","1542656853",NULL,NULL,NULL,"4.8","1.6","3.4","327.65625"
"1chipru_a020a62a11eb","1542657161",NULL,NULL,NULL,"4","1.7","2.8","348.046875"
"1chipru_a020a62a11eb","1542657469",NULL,NULL,NULL,"3.7","1.1","2.5","327.65625"
"1chipru_a020a62a11eb","1542657778",NULL,NULL,NULL,"4.3","1.2","2.8","347.6953125"
"1chipru_a020a62a11eb","1542658086",NULL,NULL,NULL,"2.8","0.8","2","319.21875"
"1chipru_a020a62a11eb","1542658465",NULL,NULL,NULL,"2.6","1.2","2.1","303.75"
"1chipru_a020a62a11eb","1542658772",NULL,NULL,NULL,"3.3","1.3","2.2","283.0078125"
"1chipru_a020a62a11eb","1542659081",NULL,NULL,NULL,"4.6","1.6","2.7","331.5234375"
"1chipru_a020a62a11eb","1542659390",NULL,NULL,NULL,"3.7","1.6","2.2","326.6015625"
"1chipru_a020a62a11eb","1542659698",NULL,NULL,NULL,"3.8","0.8","2.1","349.1015625"
"1chipru_a020a62a11eb","1542660006",NULL,NULL,NULL,"5.2","2.2","3.2","328.7109375"
"1chipru_a020a62a11eb","1542660315",NULL,NULL,NULL,"5.2","0.8","2.7","335.0390625"
"1chipru_a020a62a11eb","1542660636",NULL,NULL,NULL,"5.5","2.2","3.4","359.6484375"
"1chipru_a020a62a11eb","1542660944",NULL,NULL,NULL,"5.3","1.6","3.2","340.6640625"
"1chipru_a020a62a11eb","1542661253",NULL,NULL,NULL,"4.5","2","3.1","335.390625"
"1chipru_a020a62a11eb","1542661561",NULL,NULL,NULL,"4.8","2","2.9","350.15625"
"1chipru_a020a62a11eb","1542661873",NULL,NULL,NULL,"5.3","1.5","3.5","301.2890625"
"1chipru_a020a62a11eb","1542662185",NULL,NULL,NULL,"5","1.7","2.9","285.1171875"
"1chipru_a020a62a11eb","1542662487",NULL,NULL,NULL,"5","1.6","3.2","342.0703125"
"1chipru_a020a62a11eb","1542662795",NULL,NULL,NULL,"5.1","1.1","3.5","317.109375"
"1chipru_a020a62a11eb","1542663104",NULL,NULL,NULL,"5.5","2.2","3.3","353.3203125"
"1chipru_a020a62a11eb","1542663413",NULL,NULL,NULL,"4.1","1.6","2.6","328.7109375"
"1chipru_a020a62a11eb","1542663722",NULL,NULL,NULL,"5.1","1.6","3.2","341.3671875"
"1chipru_a020a62a11eb","1542664017",NULL,NULL,NULL,"4.8","3","3.7","350.859375"
"1chipru_a020a62a11eb","1542664325",NULL,NULL,NULL,"6","2.5","3.8","343.125"
"1chipru_a020a62a11eb","1542664704",NULL,NULL,NULL,"5.3","2.2","3.7","313.9453125"
"1chipru_a020a62a11eb","1542665023",NULL,NULL,NULL,"3.8","1.6","3","332.9296875"
"1chipru_a020a62a11eb","1542665321",NULL,NULL,NULL,"3.5","1.8","2.7","341.3671875"
"1chipru_a020a62a11eb","1542665628",NULL,NULL,NULL,"3.6","2.1","2.7","346.2890625"
"1chipru_a020a62a11eb","1542665936",NULL,NULL,NULL,"4.1","1.8","2.9","303.75"
"1chipru_a020a62a11eb","1542666245",NULL,NULL,NULL,"3.7","1.3","2.5","346.640625"
"1chipru_a020a62a11eb","1542666553",NULL,NULL,NULL,"3.3","1.2","2.2","330.46875"
"1chipru_a020a62a11eb","1542666862",NULL,NULL,NULL,"4.8","2","3.2","349.1015625"
"1chipru_a020a62a11eb","1542667170",NULL,NULL,NULL,"3.6","1.6","2.4","334.3359375"
"1chipru_a020a62a11eb","1542667479",NULL,NULL,NULL,"3.7","1.2","2.6","326.953125"
"1chipru_a020a62a11eb","1542667787",NULL,NULL,NULL,"3.6","1.1","2.7","345.9375"
"1chipru_a020a62a11eb","1542668096",NULL,NULL,NULL,"5.5","0.8","3","345.234375"
"1chipru_a020a62a11eb","1542668418",NULL,NULL,NULL,"4.2","1.3","2.6","311.8359375"
"1chipru_a020a62a11eb","1542668713",NULL,NULL,NULL,"3.5","1.5","2.5","344.8828125"
"1chipru_a020a62a11eb","1542669021",NULL,NULL,NULL,"4.3","1.5","2.8","324.4921875"
"1chipru_a020a62a11eb","1542669330",NULL,NULL,NULL,"4.6","2.2","3.5","290.0390625"
"1chipru_a020a62a11eb","1542669638",NULL,NULL,NULL,"5.7","2.8","3.9","278.4375"
"1chipru_a020a62a11eb","1542669947",NULL,NULL,NULL,"6.1","2.2","3.9","302.34375"
"1chipru_a020a62a11eb","1542670256",NULL,NULL,NULL,"7","2.6","3.9","315.3515625"
"1chipru_a020a62a11eb","1542670564",NULL,NULL,NULL,"6.5","2","4","296.3671875"
"1chipru_a020a62a11eb","1542670942",NULL,NULL,NULL,"6.8","1.8","4","295.6640625"
"1chipru_a020a62a11eb","1542671252",NULL,NULL,NULL,"5.2","1.6","3.2","337.5"
"1chipru_a020a62a11eb","1542671561",NULL,NULL,NULL,"6","2.6","3.8","343.4765625"
"1chipru_a020a62a11eb","1542671869",NULL,NULL,NULL,"6.1","2.1","3.5","348.046875"
"1chipru_a020a62a11eb","1542672178",NULL,NULL,NULL,"4.7","1.6","3.5","351.2109375"
"1chipru_a020a62a11eb","1542672486",NULL,NULL,NULL,"4.8","1.7","3.3","356.8359375"
"1chipru_a020a62a11eb","1542672795",NULL,NULL,NULL,"4.3","2.1","3.4","345.234375"
"1chipru_a020a62a11eb","1542673110",NULL,NULL,NULL,"5.5","3","4.1","348.75"
"1chipru_a020a62a11eb","1542673416",NULL,NULL,NULL,"5","2","3.7","284.4140625"
"1chipru_a020a62a11eb","1542673720",NULL,NULL,NULL,"4.5","2.1","3.2","321.328125"
"1chipru_a020a62a11eb","1542674034",NULL,NULL,NULL,"4.3","2.1","3.3","351.5625"
"1chipru_a020a62a11eb","1542674353",NULL,NULL,NULL,"4.3","2.1","3.2","331.875"
"1chipru_a020a62a11eb","1542674651",NULL,NULL,NULL,"4.3","2.3","3.1","341.3671875"
"1chipru_a020a62a11eb","1542674959",NULL,NULL,NULL,"4.8","2.8","3.8","325.1953125"
"1chipru_a020a62a11eb","1542675263",NULL,NULL,NULL,"4.8","2.7","3.7","348.046875"
"1chipru_a020a62a11eb","1542675571",NULL,NULL,NULL,"4","1.6","2.9","342.0703125"
"1chipru_a020a62a11eb","1542675880",NULL,NULL,NULL,"3.3","1.8","2.6","310.4296875"
"1chipru_a020a62a11eb","1542676188",NULL,NULL,NULL,"4","1.6","2.6","327.65625"
"1chipru_a020a62a11eb","1542676497",NULL,NULL,NULL,"3.5","1.5","2.6","343.828125"
"1chipru_a020a62a11eb","1542676805",NULL,NULL,NULL,"4.5","2.2","3.2","323.4375"
"1chipru_a020a62a11eb","1542677184",NULL,NULL,NULL,"4.3","2.3","3.5","323.0859375"
"1chipru_a020a62a11eb","1542677889",NULL,NULL,NULL,"4.5","2","3.3","316.0546875"
"1chipru_a020a62a11eb","1542678197",NULL,NULL,NULL,"4.6","2.2","3.6","337.8515625"
"1chipru_a020a62a11eb","1542678506",NULL,NULL,NULL,"5.2","1.7","3.4","323.4375"
"1chipru_a020a62a11eb","1542678814",NULL,NULL,NULL,"5.1","1.3","2.6","347.6953125"
"1chipru_a020a62a11eb","1542679123",NULL,NULL,NULL,"4.1","1.3","2.8","307.6171875"
"1chipru_a020a62a11eb","1542679431",NULL,NULL,NULL,"3.5","1","2.4","295.3125"
"1chipru_a020a62a11eb","1542679740",NULL,NULL,NULL,"4","1.8","3","286.171875"
"1chipru_a020a62a11eb","1542680048",NULL,NULL,NULL,"3.5","1.8","2.8","340.3125"
"1chipru_a020a62a11eb","1542680357",NULL,NULL,NULL,"3.8","1.5","2.6","295.3125"
"1chipru_a020a62a11eb","1542680666",NULL,NULL,NULL,"4.1","1.7","3","332.578125"
"1chipru_a020a62a11eb","1542680974",NULL,NULL,NULL,"4","1.2","2.5","358.2421875"
"1chipru_a020a62a11eb","1542681282",NULL,NULL,NULL,"3.7","1","2.4","335.390625"
"1chipru_a020a62a11eb","1542681591",NULL,NULL,NULL,"3.8","0.8","2.7","309.0234375"
"1chipru_a020a62a11eb","1542681899",NULL,NULL,NULL,"4.2","1.2","2.9","317.8125"
"1chipru_a020a62a11eb","1542682208",NULL,NULL,NULL,"5.3","1.3","3","343.828125"
"1chipru_a020a62a11eb","1542682516",NULL,NULL,NULL,"4.1","1.2","2.6","339.2578125"
"1chipru_a020a62a11eb","1542682826",NULL,NULL,NULL,"4","2.1","2.9","349.453125"
"1chipru_a020a62a11eb","1542683133",NULL,NULL,NULL,"4.6","2.1","3.2","307.265625"
"1chipru_a020a62a11eb","1542683442",NULL,NULL,NULL,"5.5","1.8","3.3","344.53125"
"1chipru_a020a62a11eb","1542683820",NULL,NULL,NULL,"4.6","2.1","3.3","330.1171875"
"1chipru_a020a62a11eb","1542684128",NULL,NULL,NULL,"4.8","1.7","3.5","325.1953125"
"1chipru_a020a62a11eb","1542684436",NULL,NULL,NULL,"4.2","1.3","2.9","325.1953125"
"1chipru_a020a62a11eb","1542684745",NULL,NULL,NULL,"4.7","1.7","3","333.6328125"
"1chipru_a020a62a11eb","1542685054",NULL,NULL,NULL,"5.3","2","3.3","336.796875"
"1chipru_a020a62a11eb","1542685362",NULL,NULL,NULL,"5.1","2.5","3.6","310.4296875"
"1chipru_a020a62a11eb","1542685670",NULL,NULL,NULL,"5.2","1.5","3.5","343.4765625"
"1chipru_a020a62a11eb","1542685979",NULL,NULL,NULL,"5.2","2.2","3.4","345.9375"
"1chipru_a020a62a11eb","1542686287",NULL,NULL,NULL,"5.2","1.5","3.3","356.1328125"
"1chipru_a020a62a11eb","1542686596",NULL,NULL,NULL,"5.2","2.1","3.7","351.2109375"
"1chipru_a020a62a11eb","1542686904",NULL,NULL,NULL,"5.3","2.5","3.8","316.0546875"
"1chipru_a020a62a11eb","1542687213",NULL,NULL,NULL,"6.3","2.3","4.3","356.1328125"
"1chipru_a020a62a11eb","1542687521",NULL,NULL,NULL,"6.2","1.8","3.7","357.5390625"
"1chipru_a020a62a11eb","1542687830",NULL,NULL,NULL,"6.5","1.6","3.9","305.859375"
"1chipru_a020a62a11eb","1542688151",NULL,NULL,NULL,"6","2.2","3.9","290.390625"
"1chipru_a020a62a11eb","1542688459",NULL,NULL,NULL,"4.6","1.5","3.2","351.5625"
"1chipru_a020a62a11eb","1542688768",NULL,NULL,NULL,"5.8","2.3","4","309.375"
"1chipru_a020a62a11eb","1542689076",NULL,NULL,NULL,"6","1.5","3.8","2.109375"
